display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,boxoffice,genre,director,writer,actor,nomination
Predestination,R,0,MANOHLA DARGIS,"When Traveling Through Time, Pack a Change of Identities ","Based on a short story by the science-fiction writer Robert A. Heinlein, &#8220;Predestination&#8221; tracks the journeys of a Temporal Agent assigned to right wrongs before they happen.",2015-01-08,2015-01-09,2017-11-02 4:18,201560,Drama,"Michael Spierig, Peter Spierig","Michael Spierig, Peter Spierig, Robert A. Heinlein (based on the short story ""All You Zombies"" by)",Ethan Hawke,0
Preggoland,NA,0,NEIL GENZLINGER,Review: &#8216;Preggoland.&#8217; It&#8217;s a Nice Place to Visit. Sort Of.,"Jacob Tierney&#8217;s comedy focuses on a single, childless and irresponsible woman who pretends to be pregnant after a mistaken assumption.",2015-05-07,2015-05-08,2017-11-02 4:18,NA,Comedy,Jacob Tierney,"Sonja Bennett, Robert Chomiak (story editor), Katherine Collins (story editor), Stephen Lobo (story editor), Blake Corbet (developed with)",Laura Harris,0
Prem Ratan Dhan Payo,NA,0,RACHEL SALTZ,"Review: ‘Prem Ratan Dhan Payo,’ a Bollywood Tale of a Prince-and-Plebe Double",Sooraj R. Barjatya’s film stars Salman Khan as a decent and playful fellow who intervenes in the power battles of a royal family.,2015-11-15,2015-11-12,2017-11-02 4:18,NA,Short,Vidhi Kasliwal,NA,NA,0
Premature,R,0,NICOLAS RAPOLD,More Than One Shot at a Good Day,"In the teenage-sex comedy “Premature,” a boy’s ejaculations jump-start his morning.",2014-07-01,2014-07-02,2017-11-02 4:18,NA,Comedy,Dan Beers,"Dan Beers (screenplay), Mathew Harawitz (screenplay)",John Karna,0
Prescription Thugs,NA,0,NEIL GENZLINGER,"Review: ‘Prescription Thugs,’ a Confessional Documentary on Substance Abuse","Chris Bell, using his own family as a window onto the subject, examines why Americans take far too many prescription drugs.",2016-01-21,2016-01-22,2017-11-02 4:18,NA,Documentary,"Chris Bell, Josh Alexander(co-director), Greg Young(co-director)",Josh Alexander,Jeff Hatch,0
Pride and Prejudice and Zombies,PG-13,0,MANOHLA DARGIS,"Review: ‘Pride and Prejudice and Zombies’; More Tea, Dear?","In this undead ravishing of the Jane Austen novel, Elizabeth Bennet must deal with creatures much, much worse than Mr. Darcy.",2016-02-04,2016-02-05,2017-11-02 4:18,8639097,Action,Burr Steers,"Burr Steers (screenplay), Jane Austen (Quirk Books novel), Seth Grahame-Smith (Quirk Books novel)",Lily James,0
Priest,PG-13,0,MIKE HALE,A Christian Avenger,“Priest” is Scott Stewart’s second-consecutive film starring Paul Bettany as a John Wayne-like Christian avenger.,2011-05-13,2011-05-13,2017-11-02 4:18,29100000,Action,Scott Stewart,"Cory Goodman, Min-Woo Hyung (graphic novel series ""Priest"")",Paul Bettany,0
Prince of Persia: The Sands of Time,PG-13,0,MANOHLA DARGIS,"Before the Sword Fights, Cue the Harem Girls",In “Prince of Persia: The Sands of Time” Jake Gyllenhaal leads a Bruckheimer-style invasion in ancient Iran.,2010-05-27,2010-05-28,2017-11-02 4:18,90755643,Action,Mike Newell,"Boaz Yakin (screenplay), Doug Miro (screenplay), Carlo Bernard (screenplay), Jordan Mechner (screen story), Jordan Mechner (video game series ""Prince of Persia"")",Jake Gyllenhaal,0
Prince of Swine,NA,0,JEANNETTE CATSOULIS,‘Prince of Swine’,Nell Ruttledge plays a young lawyer on a legal crusade to make a misogynistic producer and his ilk pay for their ways in “Prince of Swine.”,2011-09-15,2011-09-16,2017-11-02 4:18,NA,Comedy,Mark Toma,Mark Toma,Nell Rutledge,0
Princess Kaiulani,PG,0,MIKE HALE,A Nod to History in Tale of a Hawaiian Aristocrat and Romance,"Q’orianka Kilcher, who played Pocahantas in “The New World,” now stars in “Princess Kaiulani,” a period film about the Hawaiian monarchy.",2010-05-13,2010-05-14,2017-11-02 4:18,883887,Drama,Marc Forby,"Marc Forby (screenplay), Robert Payne (additional dialogue)",Q'orianka Kilcher,0
Prisoners,R,0,A. O. SCOTT,"After Two Children Vanish, Agony Begets Recklessness","In “Prisoners,” a father takes matters into his own hands after his young daughter and her friend disappear.",2013-09-19,2013-09-20,2017-11-02 4:18,60962878,Crime,Denis Villeneuve,Aaron Guzikowski,Hugh Jackman,1
Programming the Nation?,NA,0,JEANNETTE CATSOULIS,Powers of Hidden Persuasion,Jeff Warrick’s “Programming the Nation?” takes a jaundiced look at so-called subliminal techniques in advertising and mass media.,2011-08-18,2011-08-19,2017-11-02 4:18,NA,Documentary,Jeff Warrick,Jeff Warrick,John B. Alexander,0
Project Almanac,PG-13,0,NICOLAS RAPOLD,"With Ability to Script Success, What Could Go Wrong?","&#8220;Project Almanac,&#8221; portrayed as if the film&#8217;s footage were shot by the characters, traces a group of friends as they try to manipulate their lives through time travel.",2015-01-29,2015-01-30,2017-11-02 4:18,NA,Drama,Dean Israelite,"Jason Pagan, Andrew Deutschman",Jonny Weston,0
Prom,PG,0,NEIL GENZLINGER,A Disney Take on the Big Night — Review,"In “Prom,” Aimee Teegarden plays a high school student organizing her class’s big night.",2011-04-28,2011-04-29,2017-11-02 4:18,10106233,Comedy,Joe Nussbaum,Katie Wech,Aimee Teegarden,0
Prometheus,R,0,A. O. SCOTT,Once More Unto the Galactic Void,"In “Prometheus,” Ridley Scott returns to the visceral dread of “Alien” as a vessel lumbers through the galactic void.",2012-06-07,2012-06-08,2017-11-02 4:18,126464904,Adventure,Ridley Scott,"Jon Spaihts, Damon Lindelof, Dan O'Bannon (based on elements created by), Ronald Shusett (based on elements created by)",Noomi Rapace,1
Promised Land,R,0,A. O. SCOTT,"Deep Down, He Wants to Help","Gus Van Sant’s “Promised Land,” starring Matt Damon as a drilling-rights salesman, is an earnest attempt to dramatize the central arguments about fracking and its impact.",2012-12-27,2013-01-04,2017-11-02 4:18,7600000,Drama,Gus Van Sant,"John Krasinski (screenplay), Matt Damon (screenplay), Dave Eggers (story)",Matt Damon,0
Prophet's Prey,NA,0,MANOHLA DARGIS,"Review: ‘Prophet’s Prey,’ a Documentary About Mormon Fundamentalists","Amy Berg’s film chronicles the rise and fall of Warren Jeffs, the leader of the Fundamentalist Church of Latter-day Saints.",2015-09-17,2015-09-18,2017-11-02 4:18,13532,Documentary,Amy Berg,"Amy Berg, Sam Brower (based on: the book ""Prophet's Prey"" by), Nick Cave (narration by)",Nick Cave,0
Protektor,NA,0,JEANNETTE CATSOULIS,Appeasing Nazis and a Wife,"In “Protektor,” Jana Plodkova stars as a Jewish starlet in Czechoslovakia worried about her career during the Nazi occupation.",2011-08-04,2011-08-05,2017-11-02 4:18,2968,Drama,Marek Najbrt,"Robert Geisler (screenplay), Benjamin Tucek (screenplay), Marek Najbrt (screenplay)",Matthias Brandt,0
Puerto Ricans in Paris,R,0,ANDY WEBSTER,Review: ‘Puerto Ricans in Paris’ Combines Comedy and Crime,Two New York police officers get a break from their home lives when they are asked to help stop a counterfeiter in France.,2016-06-09,2016-06-10,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Pulp,NA,0,JEANNETTE CATSOULIS,Fanfare for the Common Man (and a Band) ,"&#8220;Pulp: A Film About Life, Death & Supermarkets&#8221; is a documentary that returns to Sheffield, England, hometown of that alternative rock band, which had its heyday in the 1990s.",2014-11-18,2014-11-19,2017-11-02 4:18,NA,Comedy,Mike Hodges,Mike Hodges,Michael Caine,0
Punching the Clown,NA,0,MIKE HALE,Making Music With Comedy,"What holds “Punching the Clown” together is the quiet charm of its star, Henry Phillips.",2010-10-21,2010-10-22,2017-11-02 4:18,NA,Comedy,Gregori Viens,"Henry Phillips, Gregori Viens",Henry Phillips,0
Puss In Boots,PG,0,STEPHEN HOLDEN,A Fairy Tale Mix With 9 Lives and Dozens of Egg Jokes,“Puss in Boots” is a cheerfully chaotic jumble of fairy tale and nursery rhyme characters parachuted into a Spanish storybook setting.,2011-10-27,2011-10-28,2017-11-02 4:18,149234747,Animation,Chris Miller,"Tom Wheeler (screenplay by), Brian Lynch (story by), William Davies (story by), Tom Wheeler (story by), Charles Perrault (story ""Puss in Boots"")",Antonio Banderas,1
Quartet,PG-13,0,A. O. SCOTT,A ‘Rigoletto’ Reunion Just Might Save the Day,“Quartet” assembles a posse of lovable geezers in a palatial residence for aged artistes and entangles them in the mildest imaginable comic and dramatic situations.,2013-01-10,2013-03-01,2017-11-02 4:18,1.80E+07,Comedy,Dustin Hoffman,"Ronald Harwood (play), Ronald Harwood (screenplay)",Maggie Smith,1
Que ta joie demeure,NA,0,NICOLAS RAPOLD,Contrapuntal Hum of a Worker&#8217;s Hive ,Denis C&#244;t&#233;&#8217;s semi-documentary &#8220;Joy of Man&#8217;s Desiring&#8221; captures the humanity of factory workers as they encounter frustrations and the occasional moment of satisfaction.,2015-01-15,2015-01-16,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Question One,NA,0,NEIL GENZLINGER,Same-Sex Marriage: What Both Halves Think,Joe Fox and James Nubile’s documentary “Question One” is determined to give equal weight to both sides in the battle over same-sex marriage in Maine.,2012-10-18,2012-10-19,2017-11-02 4:18,NA,Documentary,"Joseph Fox, James Nubile",Joseph Fox,NA,0
Quill,Not Rated,0,ANDY WEBSTER,Faithful Companion at Work,“Quill: The Life of a Guide Dog” tells the story of the raising and training of a Labrador retriever.,2012-05-18,2012-05-18,2017-11-02 4:18,14075,Drama,Yôichi Sai,"Ryohei Akimoto (novel), Kengo Ishiguro (novel), Shoichi Maruyama, Yoshihiro Nakamura",Kaoru Kobayashi,0
Quitters,R,0,STEPHEN HOLDEN,"Review: In ‘Quitters,’ a Teenager as Sinister as Iago","Noah Pritzker’s film stars Ben Konigsberg as a defiant son who moves out of his troubled family’s home and pursues an egotistic, amoral path.",2016-07-21,2016-07-22,2017-11-02 4:18,NA,NA,NA,NA,NA,0
R.I.P.D.,PG-13,0,MANOHLA DARGIS,The Ninth Circle of Law Enforcement,"In “R.I.P.D.,” Jeff Bridges and Ryan Reynolds are members of a heavenly police force that hunts dead villains and sends them to hell.",2013-07-19,2013-07-19,2017-11-02 4:18,33500000,Action,Robert Schwentke,"Phil Hay (screenplay by), Matt Manfredi (screenplay by), David Dobkin (story by), Phil Hay (story by), Matt Manfredi (story by), Peter M. Lenkov (comic book created by), Lucas Marangon (comic book)",Jeff Bridges,0
R100,Not Rated,0,MANOHLA DARGIS,"Pleasure, Dealt Painfully","In &#8216;R100,&#8221; by Hitoshi Matsumoto, a salaryman hires a sadism service to deliver dominatrixes wielding punishment on a regular basis.",2015-01-22,2015-01-23,2017-11-02 4:18,24068,Comedy,Hitoshi Matsumoto,"Hitoshi Matsumoto (screenplay), Mitsuyoshi Takasu (screenplay), Tomoji Hasegawa (screenplay), Kôji Ema (screenplay), Mitsuru Kuramoto (screenplay)",Nao Ohmori,0
Rabbit Hole,PG-13,0,A. O. SCOTT,Charades of Normalcy After Death of a Child,In “Rabbit Hole” Nicole Kidman and Aaron Eckhart play grieving parents whose 4-year-old son has died.,2010-12-16,2011-01-28,2017-11-02 4:18,2221809,Drama,John Cameron Mitchell,"David Lindsay-Abaire (screenplay), David Lindsay-Abaire (based on his play: ""Rabbit Hole"")",Nicole Kidman,1
"Rabin, the Last Day",NA,0,A. O. SCOTT,"Review: Amos Gitai’s ‘Rabin, the Last Day’ Looks Back in Anguish",Mr. Gitai’s new film delves into the incendiary political culture that led to the assassination of Prime Minister Yitzhak Rabin of Israel in 1995.,2016-01-28,2016-01-29,2017-11-02 4:18,NA,Drama,Amos Gitai,"Amos Gitai, Marie-Jose Sanselme",Ischac Hiskiya,0
Rabindranath Tagore: The Poet of Eternity,NA,0,RACHEL SALTZ,A Bengali Poet Sings Again,A one-hour film intended for schools and students focuses on Tagore’s greatness as a universal soul.,2014-07-31,2014-08-01,2017-11-02 4:18,NA,Documentary,Partha Bhattacharya,Partha Bhattacharya,NA,0
Race,PG-13,0,STEPHEN HOLDEN,Review: ‘Race’ Chronicles Jesse Owens’s Rise to Olympic Glory,"Stephen Hopkins’s film takes one of the least challenging paths in telling Owens’s story, confining its time span to three years, from 1934 to 1936.",2016-02-18,2016-02-19,2017-11-02 4:18,14319394,Biography,Stephen Hopkins,"Joe Shrapnel, Anna Waterhouse",Stephan James,0
Radio Free Albemuth,R,0,JEANNETTE CATSOULIS,"Secrets of the Universe, Embedded in Pop Ditties","In the science-fiction movie “Radio Free Albemuth,” based on a book by Philip K. Dick, humans receive secret communications from an extraterrestrial source as they endure despotic rule.",2014-06-26,2014-06-27,2017-11-02 4:18,169298,Drama,John Alan Simon,"John Alan Simon (screenplay), Philip K. Dick (novel)",Shea Whigham,0
Rage,NA,0,JEANNETTE CATSOULIS,An Ill-Advised Love Affair,"“Rage (Rabia),” a film directed by Sebastián Cordero, about class conflict, is set in Spain.",2011-01-27,2011-01-28,2017-11-02 4:18,NA,Action,Paco Cabezas,"Jim Agnew, Sean Keller",Nicolas Cage,0
Railroad Tigers,NA,0,GLENN KENNY,Review: ‘Railroad Tigers’ Features a Resourceful Jackie Chan,"Mr. Chan, 62, dazzles in this action movie set during the Second Sino-Japanese War, but the most challenging moves are left to younger stuntmen.",2017-01-05,2017-01-06,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Rainbow Time,NA,0,JEANNETTE CATSOULIS,"Review: In ‘Rainbow Time,’ Big Brother’s Watching (and Lusting)",Linas Phillips’s film revolves around a developmentally disabled 40-year-old virgin — a bully who uses his condition to guilt others into excusing his bad behavior.,2016-11-03,2016-11-04,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Ramchand Pakistani,NA,0,STEPHEN HOLDEN,All He Had Was a Slingshot and Itchy Feet,“Ramchand Pakistani” tells what happens when innocents — in this case an 8-year-old boy — are caught up in the geopolitical crossfire.,2010-04-20,2010-04-21,2017-11-02 4:18,NA,Drama,Mehreen Jabbar,"Mohammad Ahmad (screenplay), Javed Jabbar",Nandita Das,0
Ramona and Beezus,G,0,MIKE HALE,Mismatched Sisters,"With “Ramona and Beezus,” parents may be happy to see a movie for children that doesn’t involve wizards, vampires or action figures.",2010-07-22,2010-07-23,2017-11-02 4:18,26161406,Adventure,Elizabeth Allen Rosenbaum,"Laurie Craig (screenplay), Nick Pustay (screenplay), Beverly Cleary (novels)",Joey King,0
Ratchet & Clank,PG,0,ANDY WEBSTER,"Review: ‘Ratchet &amp; Clank,’ a Stale Tale Based on a PlayStation Game","The movie has little story to tell and few ideas to offer, but a great deal of product to sell.",2016-04-28,2016-04-29,2017-11-02 4:18,NA,Animation,"Kevin Munroe, Jericca Cleland(co-director)","T.J. Fixman, Kevin Munroe, Gerry Swallow, Brian Allgeier (video games), Brian Hastings (video games), Alex Hastings (video games)",Paul Giamatti,0
Raw Faith,NA,0,NEIL GENZLINGER,Of Spirituality and a Quest for Romance,"The documentary “Raw Faith” features two things seldom seen on a movie screen: spirituality that doesn’t sound maniacal, and older adults who are exploring romance.",2011-06-23,2011-06-24,2017-11-02 4:18,1486,Documentary,Wm. Peter Wiedensmith,NA,Marilyn Sewell,0
Real Steel,PG-13,0,STEPHEN HOLDEN,"Bare-Knuckle Bots, Showing Their Mettle in the Boxing Ring","In “Real Steel,” a robot boxing movie starring Hugh Jackman, machines replace humans as prizefighting combatants.",2011-10-06,2011-10-07,2017-11-02 4:18,85463309,Action,Shawn Levy,"John Gatins (screenplay), Dan Gilroy (story), Jeremy Leven (story), Richard Matheson (short story ""Steel"")",Hugh Jackman,1
Realive,NA,0,KEN JAWOROWSKI,"Review: In ‘Realive,’ a Man Is Reanimated in 2084","This above-average science-fiction film, written and directed by Mateo Gil, plays like a “Black Mirror” episode combined with a solemn love story.",2017-09-28,2017-09-29,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Reasonable Doubt,R,0,JEANNETTE CATSOULIS,Deception and Uncertainty Feed a Murky Justice,"In “Reasonable Doubt,” a prosecutor thinks he has committed a fatal hit-and-run and then tries to derail the prosecution of a man fingered for the death.",2014-01-16,2014-01-17,2017-11-02 4:18,NA,Crime,Peter Howitt,Peter A. Dowling,Dominic Cooper,0
Rebel in the Rye,PG-13,0,GLENN KENNY,Review: ‘Rebel in the Rye’ Looks at the Creation of Salinger’s Classic,"Years after “The Catcher in the Rye” came out, Hollywood was still salivating over it. This film takes a step back to examine the author.",2017-09-07,2017-09-15,2017-11-02 4:18,NA,NA,NA,NA,NA,0
Rebels on Pointe,NA,0,JEANNETTE CATSOULIS,"Review: ‘Rebels on Pointe,’ and in Tutus","The Ballets Russes de Monte Carlo meld technique with comedy, and tour more than two-thirds of the years",2017-11-15,2017-09-15,2017-11-15 17:36,NA,NA,NA,NA,NA,0
Rebirth,Not Rated,0,NEIL GENZLINGER,"After 9/11, Grappling With Grief and Rage",The film diligently tracks the lives of five people who were profoundly affected by the attacks on the World Trade Center.,2011-08-30,2012-09-14,2017-11-02 4:18,NA,Thriller,Karl Mueller,Karl Mueller,Fran Kranz,0
Reclaim,R,0,ANDY WEBSTER,"Looking to Adopt, but Finding Trouble ","In &#8220;Reclaim,&#8221; an American couple trying to adopt a Haitian girl find themselves ensnared by a trafficking and kidnapping ring.",2014-09-18,2014-09-19,2017-11-02 4:18,NA,Action,Alan White,"Luke Davies, Carmine Gaeta",John Cusack,0
Red,PG-13,0,A. O. SCOTT,"Who Ya Callin&#8217; Gramps, Junior?",“RED” features Bruce Willis and a squad of geezers who still know how to fire automatic weapons.,2010-10-14,2010-10-15,2017-11-02 4:18,88900000,Action,Robert Schwentke,"Jon Hoeber (screenplay), Erich Hoeber (screenplay), Warren Ellis (graphic novel), Cully Hamner (graphic novel)",Bruce Willis,1
Red 2,PG-13,0,NICOLAS RAPOLD,"In ‘RED 2,’ Retired Special Ops Agents Can’t Relax","In the action-comedy “RED 2,” retired agents and mercenaries aren’t content to kick back; they load their guns to save the world from nuclear disaster.",2013-07-18,2013-07-19,2017-11-02 4:18,53215979,Action,Dean Parisot,"Jon Hoeber, Erich Hoeber, Warren Ellis (characters), Cully Hamner (characters)",Bruce Willis,0
